NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL BOTAOZINHO DE ROSA;42019796;1;0;1;0;0;0;1;0;0;0;0;1;137;5
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL BRANCA DE NEVE;42019800;1;0;1;0;0;0;1;0;0;0;0;1;286;14
Joinville;4209102;CEI CACHINHOS DE OURO;42019818;1;0;1;0;0;0;1;0;0;0;0;1;497;23
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL LIRIO DO CAMPO;42019826;1;0;1;0;0;0;1;0;0;0;0;1;195;7
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL PETER PAN;42019834;1;0;1;0;0;0;1;0;0;0;0;1;151;5
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL RAIO DE SOL;42019842;1;0;1;0;0;0;1;0;0;0;0;1;359;15
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL SEMENTINHA;42019850;1;0;1;0;0;0;1;0;0;0;0;1;229;9
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL ZE CARIOCA;42019869;1;0;1;0;0;0;1;0;0;0;0;1;117;7
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR OSWALDO CABRAL;42019877;1;0;1;0;0;0;1;0;0;0;0;1;773;33
Joinville;4209102;ESCOLA MUNICIPAL DOUTOR ABDON BAPTISTA;42019885;1;0;1;0;0;0;1;0;0;0;0;1;780;29
Joinville;4209102;ESCOLA MUNICIPAL PREFEITO MAX COLIN;42019893;1;0;1;0;0;0;1;0;0;0;0;1;831;33
Joinville;4209102;ESCOLA MUNICIPAL JOAO COSTA;42019907;1;0;1;0;0;0;1;0;0;0;0;1;959;34
Joinville;4209102;ESCOLA MUNICIPAL DEPUTADO LAURO CARNEIRO DE LOYOLA;42019915;1;0;1;0;0;0;1;1;0;0;0;1;574;24
Joinville;4209102;ESCOLA MUNICIPAL DOM JAIME DE BARROS CAMARA;42019923;1;0;1;0;0;0;1;0;0;0;0;1;862;28
Joinville;4209102;ESCOLA MUNICIPAL GOVERNADOR HERIBERTO HULSE;42019931;1;0;1;0;0;0;1;0;0;0;0;1;427;18
Joinville;4209102;ESCOLA MUNICIPAL PASTOR HANS MULLER;42019940;1;0;1;0;0;0;1;0;0;0;0;1;1019;34
Joinville;4209102;ESCOLA MUNICIPAL PRESIDENTE CASTELLO BRANCO;42019958;1;0;1;0;0;0;1;0;0;0;0;1;1542;50
Joinville;4209102;ESCOLA MUNICIPAL PROF ADA SANTANNA DA SILVEIRA;42019966;1;0;1;0;0;0;1;1;0;0;0;1;1197;40
Joinville;4209102;ESCOLA MUNICIPAL PROFESSORA LAURA ANDRADE;42019974;1;0;1;0;0;0;1;0;0;0;0;1;991;44
Joinville;4209102;ESCOLA MUNICIPAL PROFESSORA ANNA MARIA HARGER;42019982;1;0;1;0;0;0;1;0;0;0;0;1;1089;43
Joinville;4209102;E M PROF VIRGINIA SOARES;42019990;1;0;1;0;0;0;1;0;0;0;0;1;844;31
Joinville;4209102;ESCOLA MUNICIPAL PROF EDGAR MONTEIRO CASTANHEIRA;42020000;1;0;1;0;0;0;1;0;0;0;0;1;1015;41
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR ORESTES GUIMARAES;42020018;1;0;1;0;0;0;1;0;0;0;0;1;1069;38
Joinville;4209102;ESCOLA MUNICIPAL PADRE VALENTE SIMIONI;42020026;1;0;1;0;0;0;1;0;0;0;0;1;1054;34
Joinville;4209102;ESCOLA MUNICIPAL VALENTIM JOAO DA ROCHA;42020034;1;0;1;0;0;0;1;0;0;0;0;1;1070;39
Joinville;4209102;ESCOLA MUNICIPAL ANITA GARIBALDI;42020042;1;0;1;0;0;0;1;0;0;0;0;1;391;17
Joinville;4209102;ESCOLA MUNICIPAL JOAO DE OLIVEIRA;42020050;1;0;1;0;0;0;1;0;0;0;0;1;870;32
Joinville;4209102;ESCOLA MUNICIPAL PAUL HARRIS;42020069;1;0;1;0;0;0;1;0;0;0;0;1;597;24
Joinville;4209102;ESCOLA MUNICIPAL PROFESSORA ELIZABETH VON DREIFUSS;42020077;1;0;1;0;0;0;1;0;0;0;0;1;787;34
Joinville;4209102;ESCOLA MUNICIPAL PROF LACY LUIZA DA CRUZ FLORES;42020085;1;0;1;0;0;0;0;1;0;0;0;1;1170;35
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR ALUIZIUS SEHNEM;42020093;1;0;1;0;0;0;1;0;0;0;0;1;416;19
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR BERNARDO TANK;42020107;1;0;1;0;0;0;1;0;0;0;0;1;687;28
Joinville;4209102;ESCOLA MUNICIPAL PREFEITO EMILIO STOCK JUNIOR;42020115;2;0;1;0;0;0;0;0;1;0;0;1;42;5
Joinville;4209102;ESCOLA MUNICIPAL PRES ARTHUR DA COSTA E SILVA;42020123;1;0;1;0;0;0;1;0;0;0;0;1;354;12
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR JOSE MOTTA PIRES;42020131;1;0;1;0;0;0;1;0;0;0;0;1;119;8
Joinville;4209102;ESCOLA MUNICIPAL PROF ISABEL SILVEIRA MACHADO;42020140;1;0;1;0;0;0;0;1;0;0;0;1;203;12
Joinville;4209102;ESCOLA MUNICIPAL PROFESSORA SENHORINHA SOARES;42020158;2;0;1;0;0;0;0;1;0;0;0;1;121;10
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR JULIO MACHADO DA LUZ;42020166;1;0;1;0;1;0;1;0;0;0;0;1;222;11
Joinville;4209102;ESCOLA MUNICIPAL PROF REINALDO PEDRO DE FRANCA;42020174;2;0;1;0;0;0;1;0;0;0;0;1;174;9
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR FRANCISCO RIEPER;42020182;2;0;1;0;0;0;1;0;0;0;0;1;103;9
Joinville;4209102;ESCOLA MUNICIPAL VEREADOR HUBERT HUBENER;42020204;2;0;1;0;0;0;1;0;0;0;0;1;107;6
Joinville;4209102;ESCOLA MUNICIPAL ANABURGO;42020220;1;0;1;0;0;0;0;1;0;0;0;1;450;24
Joinville;4209102;ESCOLA MUNICIPAL CORONEL ALIRE CARNEIRO;42020239;2;0;1;0;0;0;1;1;0;0;0;1;119;6
Joinville;4209102;ESCOLA MUNICIPAL FRITZ BENKENDORF;42020255;2;0;1;0;0;0;1;0;0;0;0;1;99;8
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR HONORIO SALDO;42020271;2;0;1;0;0;0;0;1;0;0;0;1;155;12
Joinville;4209102;ESCOLA MUNICIPAL EUGENIO KLUG;42020301;2;0;1;0;0;0;1;0;0;0;0;1;176;13
Joinville;4209102;ESCOLA MUNICIPAL NOVE DE MARCO;42020310;1;0;1;0;0;0;1;1;0;0;0;1;86;8
Joinville;4209102;ESCOLA MUNICIPAL HERMANN MULLER;42020328;2;0;1;0;0;0;1;0;0;0;0;1;63;4
Schroeder;4217402;ESCOLA MUNICIPAL RUI BARBOSA;42020344;1;0;1;0;0;0;0;1;0;0;0;1;93;9
Joinville;4209102;ESCOLA MUNICIPAL SETE DE SETEMBRO;42020352;2;0;1;0;0;0;0;1;0;0;0;1;27;3
Joinville;4209102;EEB ENG ANNES GUALBERTO;42020360;1;0;1;0;0;0;1;0;0;0;0;0;891;56
Joinville;4209102;EEB PLACIDO OLIMPIO DE OLIVEIRA;42020387;1;0;1;0;0;0;1;0;0;0;0;1;501;41
Joinville;4209102;EEB DR TUFI DIPPE;42020395;1;0;1;0;0;0;1;0;0;0;0;0;1088;66
Joinville;4209102;EEB DR GEORG KELLER;42020425;1;0;1;0;0;0;1;0;0;0;0;0;923;67
Joinville;4209102;EEB PROF GERMANO TIMM;42020433;1;0;1;0;0;0;1;0;0;0;0;1;640;43
Joinville;4209102;EEB DR PAULO MEDEIROS;42020441;1;0;1;0;0;0;1;0;0;0;0;0;965;53
Joinville;4209102;EEB PROF JOAO ROCHA;42020468;1;0;1;0;0;0;1;0;0;0;0;0;1162;66
Joinville;4209102;ESCOLA ADVENTISTA BOM RETIRO;42020476;1;0;1;0;0;0;1;0;0;0;0;1;483;27
Joinville;4209102;EEB DR JORGE LACERDA;42020484;1;0;1;0;0;0;1;0;0;0;0;0;812;51
Joinville;4209102;COLEGIO SANTO ANTONIO;42020492;1;0;1;0;0;0;1;0;0;0;0;1;1423;63
Joinville;4209102;CEDUP DARIO GERALDO SALLES;42020506;1;0;1;0;0;0;1;0;0;0;0;1;1373;138
Joinville;4209102;EEB PROF JOAO MARTINS VERAS;42020514;1;0;1;0;0;0;1;0;0;0;0;0;887;64
Joinville;4209102;EEB ARNALDO MOREIRA DOUAT;42020522;1;0;1;0;0;0;1;0;0;0;0;1;893;72
Joinville;4209102;ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS IELUSC;42020530;1;0;1;0;0;0;1;0;0;0;0;1;887;55
Joinville;4209102;COLEGIO CENECISTA JOSE ELIAS MOREIRA;42020549;1;0;1;0;0;0;1;0;0;0;0;1;386;39
Joinville;4209102;COLEGIO UNIVILLE;42020557;1;0;1;0;0;0;1;0;0;0;0;1;592;43
Joinville;4209102;COLEGIO DOS SANTOS ANJOS;42020565;1;0;1;0;0;0;1;0;0;0;0;1;1532;81
Joinville;4209102;EEM GOV CELSO RAMOS;42020581;1;0;1;0;0;0;1;0;0;0;0;1;1394;62
Joinville;4209102;INSTITUICAO ADVENTISTA SUL BRASILEIRA DE EDUCACAO;42020590;1;0;1;0;0;0;1;0;0;0;0;1;1061;44
Joinville;4209102;CENTRO EDUC CONDE MODESTO LEAL;42020646;1;0;1;0;0;0;1;0;0;0;0;0;455;32
Joinville;4209102;ESCOLA TECNICA TUPY;42020662;1;0;1;0;0;0;1;0;0;0;0;1;333;21
Joinville;4209102;EEB PROF MARIA AMIN GHANEM;42020689;1;0;1;0;0;0;0;1;0;0;0;0;1260;80
Joinville;4209102;EEB PROF NAIR DA SILVA PINHEIRO;42020719;2;0;1;0;0;0;1;0;0;0;0;0;476;40
Joinville;4209102;ESCOLA MUNICIPAL PROFESSORA VALESCA MAY ENGELMANN;42020751;2;0;1;0;0;0;0;1;0;0;0;1;22;3
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR JOAO MEERHOLZ;42020760;2;0;1;0;0;0;1;0;0;0;0;1;19;3
Joinville;4209102;EEB PROF ANTONIA ALPAIDES C DOS SANTOS;42020786;1;0;1;0;0;0;1;0;0;0;0;1;1385;74
Joinville;4209102;EEB PROF JANDIRA D AVILA;42020794;1;0;1;0;0;0;1;0;0;0;0;1;1221;77
Joinville;4209102;EEB PRES MEDICI;42020808;1;0;1;0;0;0;1;0;0;0;0;0;724;44
Joinville;4209102;EEB GIOVANI PASQUALINI FARACO;42020816;1;0;1;0;0;0;1;0;0;0;0;1;731;48
Joinville;4209102;EEB PROF GUSTAVO AUGUSTO GONZAGA;42020824;1;0;1;0;0;0;1;0;0;0;0;1;798;56
Joinville;4209102;EEB PROF RUDOLFO MEYER;42020832;1;0;1;0;0;0;1;0;0;0;0;1;813;54
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL PEQUENO PRINCIPE;42020859;1;0;1;0;0;0;1;0;0;0;0;1;244;18
São Francisco do Sul;4216206;IFC - CAMPUS SAO FRANCISCO DO SUL;42020867;1;0;1;0;0;0;0;1;0;0;0;1;335;38
Timbó;4218202;CEJA DE TIMBO;42020875;1;0;1;0;0;0;1;0;0;0;0;1;123;25
Trombudo Central;4218608;CENTRO DE EDUCACAO INFANTIL ARTHUR KROENKE;42020905;1;0;1;0;0;0;0;1;0;0;0;1;60;3
Joinville;4209102;CEI GRILO FALANTE;42020948;1;0;1;0;0;0;1;0;0;0;0;0;44;3
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL MARIO AVANCINI;42020964;1;0;1;0;0;0;1;0;0;0;0;1;250;11
Joinville;4209102;ESCOLA MUNICIPAL EMILIO PAULO ROBERTO HARDT;42021006;1;0;1;0;0;0;1;0;0;0;0;1;327;19
Joinville;4209102;ESCOLA MUNICIPAL ADOLPHO BARTSCH;42021014;1;0;1;0;0;0;1;0;0;0;0;1;357;16
Joinville;4209102;ESCOLA MUNICIPAL GERMANO LENSCHOW;42021022;2;0;1;0;0;0;0;1;0;0;0;1;95;9
Joinville;4209102;ESCOLA MUNICIPAL ALFREDO GERMANO HENRIQUE HARDT;42021030;2;0;1;0;0;0;0;1;0;0;0;1;214;11
Joinville;4209102;ESCOLA MUNICIPAL PROF MARIA MAGDALENA MAZZOLLI;42021049;2;0;1;0;0;0;1;0;1;0;0;1;96;10
Joinville;4209102;ESCOLA MUNICIPAL OTTO RISTOW FILHO;42021065;2;0;1;0;0;0;0;1;0;0;0;1;168;8
Joinville;4209102;ESCOLA MUNICIPAL EVALDO KOEHLER;42021073;2;0;1;0;0;0;1;0;0;0;0;1;53;6
Joinville;4209102;EEB OLAVO BILAC;42021081;1;0;1;0;0;0;1;0;0;0;0;0;906;43
Joinville;4209102;EEB VER GUILHERME ZUEGE;42021090;1;0;1;0;0;0;1;0;0;0;0;1;357;27
Joinville;4209102;EEB FRANCISCO EBERHARDT;42021103;2;0;1;0;0;0;1;0;0;0;0;1;325;29
Garuva;4205803;CEI DENTE DE LEITE;42021111;1;0;1;0;0;0;1;1;0;0;0;1;167;8
Itapoá;4208450;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL GENTE FELIZ;42021120;1;0;1;0;0;0;0;1;0;0;0;1;285;19
Itapoá;4208450;EEB NEREU RAMOS;42021154;1;0;1;0;0;0;1;0;0;0;0;1;1218;65
Itapoá;4208450;ESCOLA MUNICIPAL JOAO MONTEIRO CABRAL;42021162;1;0;1;0;0;0;0;1;0;0;0;0;179;10
Garuva;4205803;ESCOLA MUNICIPAL DUQUE DE CAXIAS;42021219;2;0;1;0;0;0;0;1;0;0;0;1;62;5
Itapoá;4208450;ESCOLA MUNICIPAL EUCLIDES EMIDIO DA SILVA;42021235;1;0;1;0;0;0;0;1;0;0;0;0;574;32
Itapoá;4208450;ESCOLA MUNICIPAL FREI VALENTIM;42021251;1;0;1;0;0;0;0;1;0;0;0;1;874;34
Itapoá;4208450;ESCOLA MUNICIPAL ALBERTO SPECK;42021316;2;0;1;0;0;0;0;1;0;0;0;0;200;14
Garuva;4205803;ESC MUN ERNESTO ALBERTO HATTENHAUER;42021359;2;0;1;0;0;0;0;1;0;0;0;0;132;8
Garuva;4205803;EEB CARMEM SEARA LEITE;42021367;1;0;1;0;0;0;1;1;0;0;0;0;846;36
Garuva;4205803;ESC MUN ICA MIRIM;42021405;2;0;1;0;0;0;0;1;0;0;0;1;152;10
Joinville;4209102;EEB PROF ALICIA B FERREIRA;42021421;1;0;1;0;0;0;1;0;0;0;0;1;765;46
Joinville;4209102;EEB JOAO COLIN;42021430;1;0;1;0;0;0;1;0;0;0;0;1;477;34
Joinville;4209102;EEB DOM PIO DE FREITAS;42021448;1;0;1;0;0;0;1;0;0;0;0;0;910;56
Joinville;4209102;ESCOLA MUNICIPAL PLACIDO XAVIER VIEIRA;42021456;1;0;1;0;0;0;1;0;0;0;0;1;429;18
Araquari;4201307;CENTRO DE EDUCACAO INFANTIL ANTENOR SPROTTE;42021464;1;0;1;0;0;0;1;0;0;0;0;1;94;17
Balneário Barra do Sul;4202057;CEI LAIR CARVALHO PIAZERA;42021472;1;0;1;0;0;0;0;1;0;0;0;0;196;9
Araquari;4201307;EEB TITOLIVIO VENANCIO ROSA;42021480;1;0;1;0;0;0;0;0;1;0;0;0;535;32
Araquari;4201307;EEB PREF HIGINO AGUIAR;42021499;1;0;1;0;0;0;1;0;0;0;0;0;1055;39
Araquari;4201307;ESCOLA MUNICIPAL CRISTINA MARLI ZIPF RIBEIRO;42021502;2;0;1;0;0;0;0;1;0;0;0;1;48;5
Araquari;4201307;ESCOLA MUNICIPAL AMARO COELHO;42021510;1;0;1;0;0;0;0;1;0;0;0;0;647;28
Balneário Barra do Sul;4202057;EM MARLENE FRANCISCA DE SOUSA;42021529;2;0;1;0;0;0;0;1;0;0;0;0;67;4
Araquari;4201307;ESCOLA MUNICIPAL PONTO ALTO;42021561;2;0;1;0;0;0;0;1;0;0;0;1;106;7
Araranguá;4201406;CEI PROF BERNADETE COSTA NOLLA;42021618;1;0;1;0;0;0;0;0;1;0;0;0;162;18
Araquari;4201307;ESCOLA MUNICIPAL ANTENOR SPROTTE;42021642;2;0;1;0;0;0;0;1;0;0;0;1;93;7
Balneário Barra do Sul;4202057;EM PROFESSORA ERODI MARQUES NUNES;42021650;1;0;1;0;0;0;0;1;0;0;0;0;134;9
Araquari;4201307;ESCOLA MUNICIPAL JOAO AGNELO VIEIRA;42021669;1;0;1;0;0;0;0;1;0;0;0;0;494;19
Araquari;4201307;EEB ALMIRANTE BOITEUX;42021685;1;0;1;0;0;0;1;0;0;0;0;1;1476;59
Balneário Barra do Sul;4202057;EEB DOM GREGORIO WARMELING;42021693;1;0;1;0;0;0;1;0;0;0;0;0;1197;59
Araquari;4201307;IFC - CAMPUS ARAQUARI;42021707;1;0;1;0;0;0;0;0;1;0;0;1;736;84
São Francisco do Sul;4216206;CENTRO MUNICIPAL DE EDUCACAO INFANTIL FREI MARTINHO;42021715;1;0;1;0;0;0;0;0;1;0;0;1;113;29
São Francisco do Sul;4216206;EEB JOAO ALFREDO MOREIRA;42021723;1;0;1;0;0;0;1;1;0;0;0;0;368;29
São Francisco do Sul;4216206;EEB VER RUTH NOBREGA MARTINEZ;42021731;2;0;1;0;0;0;0;1;0;0;0;0;271;17
São Francisco do Sul;4216206;ESCOLA MUNICIPAL ANTONIO CANUTO;42021740;2;0;1;0;0;0;0;1;0;0;0;1;142;9
Joinville;4209102;ESCOLA MUNICIPAL JOSE DO PATROCINIO;42021766;2;0;1;0;0;0;1;0;0;0;0;1;120;9
São Francisco do Sul;4216206;ESCOLA BASICA MUNICIPAL JOAO GERMANO MACHADO;42021782;1;0;1;0;0;0;0;1;0;0;0;1;395;23
São Francisco do Sul;4216206;ESCOLA MUNICIPAL JOAO DIAS;42021790;1;0;1;0;0;0;0;1;0;0;0;1;273;15
São Francisco do Sul;4216206;ESC MUN DO ESTALEIRO;42021820;2;0;1;0;0;0;0;1;0;0;0;1;43;5
São Francisco do Sul;4216206;ESC MUN MORRO DA CRUZ;42021839;2;0;1;0;0;0;1;0;0;0;0;1;35;11
São Francisco do Sul;4216206;ESC MUN RUDOLPHO FISCHER;42021847;2;0;1;0;0;0;0;1;0;0;0;1;200;19
São Francisco do Sul;4216206;ESC MUN FRANCISCO ANSELMO CORREA;42021855;2;0;1;0;0;0;0;1;0;0;0;1;65;9
Joinville;4209102;ESCOLA MUNICIPAL DR HANS DIETER SCHMIDT;42021863;1;0;1;0;0;0;1;0;0;0;0;1;740;21
São Francisco do Sul;4216206;ESC MUN IZIDORO CURVELLO;42021871;2;0;1;0;0;0;0;1;0;0;0;1;100;8
São Francisco do Sul;4216206;ESC MUN LUCIO PATRICIO DE MIRA;42021880;2;0;1;0;0;0;0;1;0;0;0;0;67;10
Joinville;4209102;ESCOLA MUNICIPAL PROFESSOR ALFONSO FIEDLER;42021898;2;0;1;0;0;0;1;1;0;0;0;1;28;3
São Francisco do Sul;4216206;EEB SANTA CATARINA;42021910;1;0;1;0;0;0;0;1;0;0;0;0;749;48
São Francisco do Sul;4216206;EEB ENG ANNES GUALBERTO;42021944;1;0;1;0;0;0;1;0;0;0;0;0;544;31
São Francisco do Sul;4216206;EEB PROF CLAURINICE VIEIRA CALDEIRA;42021952;1;0;1;0;0;0;1;0;0;0;0;1;783;47
São Francisco do Sul;4216206;EEB PROF NICOLA BAPTISTA;42021960;1;0;1;0;0;0;1;1;0;0;0;1;769;48
São Francisco do Sul;4216206;COLEGIO ADVENTISTA DE SAO FRANCISCO DO SUL;42021979;1;0;1;0;0;0;1;0;0;0;0;1;721;30
São Francisco do Sul;4216206;EEB VICTOR KONDER;42021995;1;0;1;0;0;0;1;0;0;0;0;0;508;28
São Francisco do Sul;4216206;EB MUN DR FRANKLIN DE OLIVEIRA;42022002;1;0;1;0;0;0;0;1;0;0;0;1;347;23
Barra Velha;4202107;CEI FREI LIBORIO SCHMITT;42022010;1;0;1;0;0;0;0;1;0;0;0;1;263;30
Barra Velha;4202107;ERM PREFEITO BERNARDO AGUIAR;42022037;1;0;1;0;0;0;1;0;0;0;0;0;508;21
Barra Velha;4202107;EIM PROFª JOSE MIGUEL ZIMMERMANN;42022088;2;0;1;0;0;0;1;0;0;0;0;0;23;6
Barra Velha;4202107;ERM PROF JOAO MANOEL DA SILVA;42022096;1;0;1;0;0;0;1;0;0;0;0;0;319;14
Barra Velha;4202107;ERM PROFª MARIA TUSNELDA BERNSTORFF;42022126;1;0;1;0;0;0;1;0;0;0;0;1;853;28
Barra Velha;4202107;EJA EDUCACAO DE JOVENS E ADULTOS;42022169;1;0;1;0;0;0;0;1;0;0;0;0;48;2
Barra Velha;4202107;EIM PERFEITO AGUIAR;42022185;1;0;1;0;0;0;1;0;0;0;0;0;28;8
Barra Velha;4202107;EEB CONSELHEIRO ASTROGILDO ODON AGUIAR;42022231;1;0;1;0;0;0;1;1;0;0;0;0;1481;60
Barra Velha;4202107;EBM MANOEL ANTONIO DE FREITAS;42022240;1;0;1;0;0;0;1;0;0;0;0;0;1480;42
São João do Itaperiú;4216354;EEB PROF ELVIRA FARIA PASSOS;42022258;1;0;1;0;0;0;1;1;0;0;0;0;516;36
Barra Velha;4202107;ERM EPIFANIO MANOEL IGNACIO;42022266;1;0;1;0;0;0;0;1;0;0;0;0;142;10
Barra Velha;4202107;ERM JUDITE BERNARDINA AGUIAR;42022274;2;0;1;0;0;0;1;0;0;0;0;1;156;13
São João do Itaperiú;4216354;ESCOLA MUNICIPAL MONSENHOR SEBASTIAO SCARZELLO;42022282;2;0;1;0;0;0;0;1;0;0;0;1;173;8
Barra Velha;4202107;EBM PROFª ANTONIA GASINO DE FREITAS;42022290;1;0;1;0;0;0;0;1;0;0;0;1;1924;55
São João do Itaperiú;4216354;ESCOLA MUNICIPAL CATULINO ONOFRE ROSA;42022304;2;0;1;0;0;0;0;1;0;0;0;1;185;9
São João do Itaperiú;4216354;ESCOLA MUNICIPAL PROFESSORA MARIA GASINO BORBA;42022312;2;0;1;0;0;0;0;1;0;0;0;1;132;7
Guatambú;4206652;PRE ESCOLAR CRIANCA FELIZ;42022339;1;0;1;0;0;0;0;1;0;0;0;0;303;26
Indaial;4207502;UEI ENCANO DO NORTE ELSA SCHREIBER;42022371;1;0;1;0;0;0;0;1;0;0;0;1;99;9
Sombrio;4217709;CEI MUN ESPACO CRIANCA;42022380;1;0;1;0;0;0;1;0;0;0;0;0;164;9
Rio do Sul;4214805;CEI TITIO KARAN;42022398;1;0;1;0;0;0;1;1;0;0;0;1;173;20
Rio do Sul;4214805;CEI CANTINHO DO AMOR;42022401;1;0;1;0;0;0;1;1;0;0;0;1;38;4
Rio do Sul;4214805;JI DOMINGOS SAVIO;42022452;1;0;1;0;0;0;1;0;0;0;0;1;81;5
Rio do Sul;4214805;CEI DR ROMAO TRAUCZYNSKI;42022460;1;0;1;0;0;0;1;1;0;0;0;1;146;15
Rio do Sul;4214805;CEI ILSE SOLDATELLI;42022495;1;0;1;0;0;0;1;1;0;0;0;1;220;19
Rio do Sul;4214805;CEI CANTA GALO;42022509;1;0;1;0;0;0;1;1;0;0;0;1;192;19
Rio do Sul;4214805;JI LARISSA;42022525;1;0;1;0;0;0;1;0;0;0;0;1;97;5
Santo Amaro da Imperatriz;4215703;CMEI JOSE ROGERIO SOMMER;42022533;1;0;1;0;0;0;1;0;0;0;0;1;87;11
Santo Amaro da Imperatriz;4215703;CEI PROF MARCIA REGINA DOS SANTOS;42022541;1;0;1;0;0;0;1;0;0;0;0;0;226;18
Rio do Sul;4214805;CEI PINGUINHO DE GENTE;42022568;1;0;1;0;0;0;1;1;0;0;0;1;220;18
Rio do Sul;4214805;CEI PREFEITO DANILO LOURIVAL SCHMIDT;42022576;1;0;1;0;0;0;1;1;0;0;0;1;190;19
Rio do Sul;4214805;EEB PROF FREDERICO NAVARRO LINS;42022622;1;0;1;0;0;0;1;0;1;0;0;1;306;21
Rio do Sul;4214805;EEB FRANCISCO ALTAMIR WAGNER;42022630;1;0;1;0;0;0;0;1;0;0;0;0;590;44
Rio do Sul;4214805;CE RICARDO MARCHI;42022711;1;0;1;0;0;0;1;1;0;0;0;1;366;29
Rio do Sul;4214805;CEI RUTH SCHROEDER OHF;42022720;1;0;1;0;0;0;1;1;0;0;0;1;171;17
Rio do Sul;4214805;CE WILLY SCHLEUMER;42022762;1;0;1;0;0;0;1;1;0;0;0;1;298;23
Rio do Sul;4214805;EEB DEP JOAO CUSTODIO DA LUZ;42022770;1;0;1;0;0;0;1;0;0;0;0;1;417;33
Rio do Sul;4214805;ESCOLA ADVENTISTA DE RIO DO SUL;42022789;1;0;1;0;0;0;1;1;0;0;0;1;151;10
Rio do Sul;4214805;EEB PAULO CORDEIRO;42022797;1;0;1;0;0;0;1;1;0;0;0;0;701;44
Rio do Sul;4214805;ESCOLA CIVICO-MILITAR ROBERTO MACHADO;42022819;1;0;1;0;1;0;1;1;0;0;0;1;559;20
Aurora;4201901;CENTRO EDUCACIONAL TIA EMILIA;42022878;1;0;1;0;0;0;1;0;0;0;0;0;90;8
Aurora;4201901;EEB WALTER PROBST;42022894;1;0;1;0;0;0;1;1;0;0;0;0;711;42
Aurora;4201901;CENTRO EDUCACIONAL FUNDOS AURORA;42023017;2;0;1;0;0;0;0;0;1;0;0;0;36;7
Aurora;4201901;CENTRO EDUCACIONAL NOVA ITALIA;42023033;2;0;1;0;0;0;0;0;1;0;0;0;41;8
Aurora;4201901;CENTRO EDUCACIONAL SAO MARTINHO;42023041;2;0;1;0;0;0;0;0;1;0;0;0;24;1
Rio do Sul;4214805;CRECHE SOLAR DO BEIJA FLOR;42023092;1;0;1;0;0;0;1;0;0;0;0;1;97;7
Rio do Sul;4214805;EEB ALFREDO DALFOVO;42023122;1;0;1;0;0;0;1;1;0;0;0;0;764;53
Rio do Sul;4214805;EEF LUIS LEDRA;42023130;1;0;1;0;0;0;1;0;0;0;0;0;353;31
Rio do Sul;4214805;CE DANIEL MASCHIO;42023173;1;0;1;0;0;0;1;1;0;0;0;1;288;20
Rio do Sul;4214805;EEB PROF HENRIQUE DA SILVA FONTES;42023246;1;0;1;0;0;0;1;1;0;0;0;1;630;39
Rio do Sul;4214805;COLEGIO DOM BOSCO;42023254;1;0;1;0;0;0;1;0;0;0;0;1;844;49
Rio do Sul;4214805;COLEGIO SINODAL RUY BARBOSA;42023262;1;0;1;0;0;0;1;0;0;0;0;1;708;41
Rio do Sul;4214805;INSTITUTO MARIA AUXILIADORA;42023270;1;0;1;0;1;0;1;0;0;0;0;1;886;44
Rio do Sul;4214805;EEB PAULO ZIMMERMANN;42023297;1;0;1;0;0;0;1;0;0;0;0;0;579;47
Rio do Sul;4214805;EEB WILLY HERING;42023300;1;0;1;0;0;0;1;0;0;0;0;1;505;42
Agronômica;4200309;CEI BRANCA DE NEVE;42023319;2;0;1;0;0;0;0;1;0;0;0;1;21;3
